Term,RawFrequency,RelativeFrequency,ZScore,ZScoreRatio
befeallen,2,115.43346,-0.08502741,0.51189554
begang,2,115.43346,-0.08502741,0.51189554
beleac,2,115.43346,-0.08502741,0.51189554
bemearn,2,115.43346,-0.08502741,0.51189554
bena,2,115.43346,-0.08502741,0.51189554
bencþelu,2,115.43346,-0.08502741,0.51189554
bene,2,115.43346,-0.08502741,0.51189554
beodgeneatas,2,115.43346,-0.08502741,0.51189554
beorgan,2,115.43346,-0.08502741,0.51189554
beorhtdena,2,115.43346,-0.08502741,0.51189554
beornas,2,115.43346,-0.08502741,0.51189554
beorþege,2,115.43346,-0.08502741,0.51189554
beot,2,115.43346,-0.08502741,0.51189554
bere,2,115.43346,-0.08502741,0.51189554
berofene,2,115.43346,-0.08502741,0.51189554
besyrwan,2,115.43346,-0.08502741,0.51189554
betera,2,115.43346,-0.08502741,0.51189554
betlic,2,115.43346,-0.08502741,0.51189554
betst,2,115.43346,-0.08502741,0.51189554
betsta,2,115.43346,-0.08502741,0.51189554
bil,2,115.43346,-0.08502741,0.51189554
bill,2,115.43346,-0.08502741,0.51189554
billa,2,115.43346,-0.08502741,0.51189554
bitan,2,115.43346,-0.08502741,0.51189554
bite,2,115.43346,-0.08502741,0.51189554
biteran,2,115.43346,-0.08502741,0.51189554
bolgenmod,2,115.43346,-0.08502741,0.51189554
bord,2,115.43346,-0.08502741,0.51189554
breostgewædu,2,115.43346,-0.08502741,0.51189554
breosthord,2,115.43346,-0.08502741,0.51189554
brim,2,115.43346,-0.08502741,0.51189554
brimes,2,115.43346,-0.08502741,0.51189554
brimwylf,2,115.43346,-0.08502741,0.51189554
broden,2,115.43346,-0.08502741,0.51189554
brond,2,115.43346,-0.08502741,0.51189554
bronde,2,115.43346,-0.08502741,0.51189554
brontne,2,115.43346,-0.08502741,0.51189554
broðrum,2,115.43346,-0.08502741,0.51189554
bryd,2,115.43346,-0.08502741,0.51189554
brægd,2,115.43346,-0.08502741,0.51189554
bugan,2,115.43346,-0.08502741,0.51189554
bunan,2,115.43346,-0.08502741,0.51189554
bunden,2,115.43346,-0.08502741,0.51189554
bure,2,115.43346,-0.08502741,0.51189554
byrnende,2,115.43346,-0.08502741,0.51189554
byð,2,115.43346,-0.08502741,0.51189554
bærnan,2,115.43346,-0.08502741,0.51189554
ceorle,2,115.43346,-0.08502741,0.51189554
clammum,2,115.43346,-0.08502741,0.51189554
cnihtwesende,2,115.43346,-0.08502741,0.51189554
colran,2,115.43346,-0.08502741,0.51189554
cræftig,2,115.43346,-0.08502741,0.51189554
cumen,2,115.43346,-0.08502741,0.51189554
cumene,2,115.43346,-0.08502741,0.51189554
cwealm,2,115.43346,-0.08502741,0.51189554
cwicne,2,115.43346,-0.08502741,0.51189554
cwiðan,2,115.43346,-0.08502741,0.51189554
cynna,2,115.43346,-0.08502741,0.51189554
cystum,2,115.43346,-0.08502741,0.51189554
cyðan,2,115.43346,-0.08502741,0.51189554
deaðdæge,2,115.43346,-0.08502741,0.51189554
deaðes,2,115.43346,-0.08502741,0.51189554
dene,2,115.43346,-0.08502741,0.51189554
deofla,2,115.43346,-0.08502741,0.51189554
deorc,2,115.43346,-0.08502741,0.51189554
deorcum,2,115.43346,-0.08502741,0.51189554
deore,2,115.43346,-0.08502741,0.51189554
deorum,2,115.43346,-0.08502741,0.51189554
discas,2,115.43346,-0.08502741,0.51189554
dobbie,2,115.43346,-0.08502741,0.51189554
dogore,2,115.43346,-0.08502741,0.51189554
dogores,2,115.43346,-0.08502741,0.51189554
dogrum,2,115.43346,-0.08502741,0.51189554
dohte,2,115.43346,-0.08502741,0.51189554
draca,2,115.43346,-0.08502741,0.51189554
dream,2,115.43346,-0.08502741,0.51189554
dreamum,2,115.43346,-0.08502741,0.51189554
dreogan,2,115.43346,-0.08502741,0.51189554
drihtguman,2,115.43346,-0.08502741,0.51189554
druncen,2,115.43346,-0.08502741,0.51189554
druncon,2,115.43346,-0.08502741,0.51189554
dryhtsele,2,115.43346,-0.08502741,0.51189554
dugoðe,2,115.43346,-0.08502741,0.51189554
duguþe,2,115.43346,-0.08502741,0.51189554
dyrne,2,115.43346,-0.08502741,0.51189554
dælde,2,115.43346,-0.08502741,0.51189554
eacen,2,115.43346,-0.08502741,0.51189554
eacencræftig,2,115.43346,-0.08502741,0.51189554
eadig,2,115.43346,-0.08502741,0.51189554
eaferum,2,115.43346,-0.08502741,0.51189554
eafoþes,2,115.43346,-0.08502741,0.51189554
eahta,2,115.43346,-0.08502741,0.51189554
ealfela,2,115.43346,-0.08502741,0.51189554
ealgearo,2,115.43346,-0.08502741,0.51189554
ealowæge,2,115.43346,-0.08502741,0.51189554
ealra,2,115.43346,-0.08502741,0.51189554
earmsceapen,2,115.43346,-0.08502741,0.51189554
eastdena,2,115.43346,-0.08502741,0.51189554
eaxlum,2,115.43346,-0.08502741,0.51189554
ecghete,2,115.43346,-0.08502741,0.51189554
edwenden,2,115.43346,-0.08502741,0.51189554
efnan,2,115.43346,-0.08502741,0.51189554
efnde,2,115.43346,-0.08502741,0.51189554
ellendædum,2,115.43346,-0.08502741,0.51189554
ellor,2,115.43346,-0.08502741,0.51189554
ellorgast,2,115.43346,-0.08502741,0.51189554
elnes,2,115.43346,-0.08502741,0.51189554
endedæg,2,115.43346,-0.08502741,0.51189554
eodor,2,115.43346,-0.08502741,0.51189554
eorlas,2,115.43346,-0.08502741,0.51189554
eorðdraca,2,115.43346,-0.08502741,0.51189554
eorðsele,2,115.43346,-0.08502741,0.51189554
eorðweall,2,115.43346,-0.08502741,0.51189554
eotenum,2,115.43346,-0.08502741,0.51189554
eowic,2,115.43346,-0.08502741,0.51189554
eowrum,2,115.43346,-0.08502741,0.51189554
eðelwyn,2,115.43346,-0.08502741,0.51189554
eþle,2,115.43346,-0.08502741,0.51189554
fara,2,115.43346,-0.08502741,0.51189554
fealh,2,115.43346,-0.08502741,0.51189554
fealwe,2,115.43346,-0.08502741,0.51189554
feara,2,115.43346,-0.08502741,0.51189554
feasceaft,2,115.43346,-0.08502741,0.51189554
feasceaftum,2,115.43346,-0.08502741,0.51189554
felamodigra,2,115.43346,-0.08502741,0.51189554
feo,2,115.43346,-0.08502741,0.51189554
feohtan,2,115.43346,-0.08502741,0.51189554
feoll,2,115.43346,-0.08502741,0.51189554
feonde,2,115.43346,-0.08502741,0.51189554
feondum,2,115.43346,-0.08502741,0.51189554
feores,2,115.43346,-0.08502741,0.51189554
feorhbealo,2,115.43346,-0.08502741,0.51189554
feorhbealu,2,115.43346,-0.08502741,0.51189554
feorme,2,115.43346,-0.08502741,0.51189554
ferdon,2,115.43346,-0.08502741,0.51189554
fiftig,2,115.43346,-0.08502741,0.51189554
fingras,2,115.43346,-0.08502741,0.51189554
fitela,2,115.43346,-0.08502741,0.51189554
flanbogan,2,115.43346,-0.08502741,0.51189554
flane,2,115.43346,-0.08502741,0.51189554
fleah,2,115.43346,-0.08502741,0.51189554
fleam,2,115.43346,-0.08502741,0.51189554
flode,2,115.43346,-0.08502741,0.51189554
folccyning,2,115.43346,-0.08502741,0.51189554
folcstede,2,115.43346,-0.08502741,0.51189554
fond,2,115.43346,-0.08502741,0.51189554
forbarn,2,115.43346,-0.08502741,0.51189554
forgrunden,2,115.43346,-0.08502741,0.51189554
forhabban,2,115.43346,-0.08502741,0.51189554
forht,2,115.43346,-0.08502741,0.51189554
forleas,2,115.43346,-0.08502741,0.51189554
forlet,2,115.43346,-0.08502741,0.51189554
forswealg,2,115.43346,-0.08502741,0.51189554
forsweop,2,115.43346,-0.08502741,0.51189554
forðam,2,115.43346,-0.08502741,0.51189554
fotum,2,115.43346,-0.08502741,0.51189554
fremede,2,115.43346,-0.08502741,0.51189554
freonda,2,115.43346,-0.08502741,0.51189554
fretan,2,115.43346,-0.08502741,0.51189554
frodan,2,115.43346,-0.08502741,0.51189554
frofor,2,115.43346,-0.08502741,0.51189554
frome,2,115.43346,-0.08502741,0.51189554
frysum,2,115.43346,-0.08502741,0.51189554
funde,2,115.43346,-0.08502741,0.51189554
furður,2,115.43346,-0.08502741,0.51189554
furþur,2,115.43346,-0.08502741,0.51189554
fuslic,2,115.43346,-0.08502741,0.51189554
fyrdhwate,2,115.43346,-0.08502741,0.51189554
fyrenum,2,115.43346,-0.08502741,0.51189554
fyres,2,115.43346,-0.08502741,0.51189554
fyrste,2,115.43346,-0.08502741,0.51189554
fyrwet,2,115.43346,-0.08502741,0.51189554
fæger,2,115.43346,-0.08502741,0.51189554
fægne,2,115.43346,-0.08502741,0.51189554
fægre,2,115.43346,-0.08502741,0.51189554
fægum,2,115.43346,-0.08502741,0.51189554
fæhð,2,115.43346,-0.08502741,0.51189554
fæhðo,2,115.43346,-0.08502741,0.51189554
fæmnan,2,115.43346,-0.08502741,0.51189554
færinga,2,115.43346,-0.08502741,0.51189554
ga,2,115.43346,-0.08502741,0.51189554
gad,2,115.43346,-0.08502741,0.51189554
galan,2,115.43346,-0.08502741,0.51189554
gamen,2,115.43346,-0.08502741,0.51189554
gamol,2,115.43346,-0.08502741,0.51189554
gar,2,115.43346,-0.08502741,0.51189554
gare,2,115.43346,-0.08502741,0.51189554
garwigan,2,115.43346,-0.08502741,0.51189554
gastes,2,115.43346,-0.08502741,0.51189554
geador,2,115.43346,-0.08502741,0.51189554
geara,2,115.43346,-0.08502741,0.51189554
geat,2,115.43346,-0.08502741,0.51189554
gebeodan,2,115.43346,-0.08502741,0.51189554
gebeotedon,2,115.43346,-0.08502741,0.51189554
gebidanne,2,115.43346,-0.08502741,0.51189554
gebræc,2,115.43346,-0.08502741,0.51189554
gebæran,2,115.43346,-0.08502741,0.51189554
gecrong,2,115.43346,-0.08502741,0.51189554
gecynde,2,115.43346,-0.08502741,0.51189554
gedon,2,115.43346,-0.08502741,0.51189554
gedygan,2,115.43346,-0.08502741,0.51189554
gedælan,2,115.43346,-0.08502741,0.51189554
geeodon,2,115.43346,-0.08502741,0.51189554
gefeah,2,115.43346,-0.08502741,0.51189554
gefean,2,115.43346,-0.08502741,0.51189554
gefeoll,2,115.43346,-0.08502741,0.51189554
geferian,2,115.43346,-0.08502741,0.51189554
geflymed,2,115.43346,-0.08502741,0.51189554
gefremed,2,115.43346,-0.08502741,0.51189554
gefremedon,2,115.43346,-0.08502741,0.51189554
gefremmanne,2,115.43346,-0.08502741,0.51189554
gefrægen,2,115.43346,-0.08502741,0.51189554
gegnum,2,115.43346,-0.08502741,0.51189554
gegyrede,2,115.43346,-0.08502741,0.51189554
gegyrwan,2,115.43346,-0.08502741,0.51189554
gegyrwed,2,115.43346,-0.08502741,0.51189554
gehate,2,115.43346,-0.08502741,0.51189554
geheton,2,115.43346,-0.08502741,0.51189554
gehwane,2,115.43346,-0.08502741,0.51189554
gehwylcne,2,115.43346,-0.08502741,0.51189554
gehwæm,2,115.43346,-0.08502741,0.51189554
gehwæs,2,115.43346,-0.08502741,0.51189554
gehydde,2,115.43346,-0.08502741,0.51189554
gehyrde,2,115.43346,-0.08502741,0.51189554
gelæran,2,115.43346,-0.08502741,0.51189554
gemearcod,2,115.43346,-0.08502741,0.51189554
gemenged,2,115.43346,-0.08502741,0.51189554
gemette,2,115.43346,-0.08502741,0.51189554
gemyndum,2,115.43346,-0.08502741,0.51189554
gena,2,115.43346,-0.08502741,0.51189554
geneahhe,2,115.43346,-0.08502741,0.51189554
geneþan,2,115.43346,-0.08502741,0.51189554
genipu,2,115.43346,-0.08502741,0.51189554
geniwod,2,115.43346,-0.08502741,0.51189554
genoge,2,115.43346,-0.08502741,0.51189554
geomormod,2,115.43346,-0.08502741,0.51189554
geongan,2,115.43346,-0.08502741,0.51189554
geræhte,2,115.43346,-0.08502741,0.51189554
gesceawod,2,115.43346,-0.08502741,0.51189554
gesette,2,115.43346,-0.08502741,0.51189554
gesiðas,2,115.43346,-0.08502741,0.51189554
gesunde,2,115.43346,-0.08502741,0.51189554
gesundne,2,115.43346,-0.08502741,0.51189554
geswenced,2,115.43346,-0.08502741,0.51189554
gesyhð,2,115.43346,-0.08502741,0.51189554
getwæfde,2,115.43346,-0.08502741,0.51189554
getæhte,2,115.43346,-0.08502741,0.51189554
gewac,2,115.43346,-0.08502741,0.51189554
gewearð,2,115.43346,-0.08502741,0.51189554
geweold,2,115.43346,-0.08502741,0.51189554
geweorðad,2,115.43346,-0.08502741,0.51189554
geweorðod,2,115.43346,-0.08502741,0.51189554
geweox,2,115.43346,-0.08502741,0.51189554
gewitan,2,115.43346,-0.08502741,0.51189554
gewiteð,2,115.43346,-0.08502741,0.51189554
gewitte,2,115.43346,-0.08502741,0.51189554
geworhton,2,115.43346,-0.08502741,0.51189554
geæfned,2,115.43346,-0.08502741,0.51189554
geþeah,2,115.43346,-0.08502741,0.51189554
geþeon,2,115.43346,-0.08502741,0.51189554
geþinged,2,115.43346,-0.08502741,0.51189554
geþinges,2,115.43346,-0.08502741,0.51189554
geþoht,2,115.43346,-0.08502741,0.51189554
geþolode,2,115.43346,-0.08502741,0.51189554
gid,2,115.43346,-0.08502741,0.51189554
gife,2,115.43346,-0.08502741,0.51189554
gifstol,2,115.43346,-0.08502741,0.51189554
giganta,2,115.43346,-0.08502741,0.51189554
gled,2,115.43346,-0.08502741,0.51189554
glædne,2,115.43346,-0.08502741,0.51189554
goldfah,2,115.43346,-0.08502741,0.51189554
gomelan,2,115.43346,-0.08502741,0.51189554
gomele,2,115.43346,-0.08502741,0.51189554
gomen,2,115.43346,-0.08502741,0.51189554
gomenwudu,2,115.43346,-0.08502741,0.51189554
gomol,2,115.43346,-0.08502741,0.51189554
gramum,2,115.43346,-0.08502741,0.51189554
grapode,2,115.43346,-0.08502741,0.51189554
grapum,2,115.43346,-0.08502741,0.51189554
grimne,2,115.43346,-0.08502741,0.51189554
gripe,2,115.43346,-0.08502741,0.51189554
grundas,2,115.43346,-0.08502741,0.51189554
gryrelicne,2,115.43346,-0.08502741,0.51189554
gumcynnes,2,115.43346,-0.08502741,0.51189554
gumcystum,2,115.43346,-0.08502741,0.51189554
gumum,2,115.43346,-0.08502741,0.51189554
guða,2,115.43346,-0.08502741,0.51189554
guðgeweorca,2,115.43346,-0.08502741,0.51189554
guðræsa,2,115.43346,-0.08502741,0.51189554
guðsearo,2,115.43346,-0.08502741,0.51189554
guðsele,2,115.43346,-0.08502741,0.51189554
guðum,2,115.43346,-0.08502741,0.51189554
gyfeþe,2,115.43346,-0.08502741,0.51189554
gyldenne,2,115.43346,-0.08502741,0.51189554
gylp,2,115.43346,-0.08502741,0.51189554
gylpe,2,115.43346,-0.08502741,0.51189554
gymeð,2,115.43346,-0.08502741,0.51189554
gyrnwræce,2,115.43346,-0.08502741,0.51189554
hador,2,115.43346,-0.08502741,0.51189554
hafa,2,115.43346,-0.08502741,0.51189554
hafo,2,115.43346,-0.08502741,0.51189554
hagan,2,115.43346,-0.08502741,0.51189554
hames,2,115.43346,-0.08502741,0.51189554
handbonan,2,115.43346,-0.08502741,0.51189554
har,2,115.43346,-0.08502741,0.51189554
hate,2,115.43346,-0.08502741,0.51189554
heafolan,2,115.43346,-0.08502741,0.51189554
heal,2,115.43346,-0.08502741,0.51189554
heald,2,115.43346,-0.08502741,0.51189554
healreced,2,115.43346,-0.08502741,0.51189554
heardan,2,115.43346,-0.08502741,0.51189554
heardecg,2,115.43346,-0.08502741,0.51189554
heardhicgende,2,115.43346,-0.08502741,0.51189554
heardra,2,115.43346,-0.08502741,0.51189554
heardran,2,115.43346,-0.08502741,0.51189554
heardrede,2,115.43346,-0.08502741,0.51189554
heardum,2,115.43346,-0.08502741,0.51189554
heaðobeardna,2,115.43346,-0.08502741,0.51189554
heaðogrim,2,115.43346,-0.08502741,0.51189554
heaðoscilfingas,2,115.43346,-0.08502741,0.51189554
heaþoswate,2,115.43346,-0.08502741,0.51189554
helmberend,2,115.43346,-0.08502741,0.51189554
hemminges,2,115.43346,-0.08502741,0.51189554
hengeste,2,115.43346,-0.08502741,0.51189554
heofenum,2,115.43346,-0.08502741,0.51189554
heolde,2,115.43346,-0.08502741,0.51189554
heoldon,2,115.43346,-0.08502741,0.51189554
heorodreorigne,2,115.43346,-0.08502741,0.51189554
heort,2,115.43346,-0.08502741,0.51189554
heoru,2,115.43346,-0.08502741,0.51189554
herian,2,115.43346,-0.08502741,0.51189554
hete,2,115.43346,-0.08502741,0.51189554
hetware,2,115.43346,-0.08502741,0.51189554
hige,2,115.43346,-0.08502741,0.51189554
hildeburh,2,115.43346,-0.08502741,0.51189554
hildegrap,2,115.43346,-0.08502741,0.51189554
hildehlemma,2,115.43346,-0.08502741,0.51189554
hildeleoman,2,115.43346,-0.08502741,0.51189554
hilderinc,2,115.43346,-0.08502741,0.51189554
hilderince,2,115.43346,-0.08502741,0.51189554
hindeman,2,115.43346,-0.08502741,0.51189554
hladen,2,115.43346,-0.08502741,0.51189554
hleahtor,2,115.43346,-0.08502741,0.51189554
hleoburh,2,115.43346,-0.08502741,0.51189554
hlifade,2,115.43346,-0.08502741,0.51189554
holmclife,2,115.43346,-0.08502741,0.51189554
holt,2,115.43346,-0.08502741,0.51189554
holtwudu,2,115.43346,-0.08502741,0.51189554
hondgemota,2,115.43346,-0.08502741,0.51189554
hondlocen,2,115.43346,-0.08502741,0.51189554
hondum,2,115.43346,-0.08502741,0.51189554
horn,2,115.43346,-0.08502741,0.51189554
hreas,2,115.43346,-0.08502741,0.51189554
hrefn,2,115.43346,-0.08502741,0.51189554
hreoh,2,115.43346,-0.08502741,0.51189554
hreohmod,2,115.43346,-0.08502741,0.51189554
hreðel,2,115.43346,-0.08502741,0.51189554
hreðer,2,115.43346,-0.08502741,0.51189554
hreþling,2,115.43346,-0.08502741,0.51189554
hringdene,2,115.43346,-0.08502741,0.51189554
hringedstefna,2,115.43346,-0.08502741,0.51189554
hringnet,2,115.43346,-0.08502741,0.51189554
hroden,2,115.43346,-0.08502741,0.51189554
hronesnæsse,2,115.43346,-0.08502741,0.51189554
hroþgares,2,115.43346,-0.08502741,0.51189554
hroþulf,2,115.43346,-0.08502741,0.51189554
hrunting,2,115.43346,-0.08502741,0.51189554
hruntinge,2,115.43346,-0.08502741,0.51189554
hruse,2,115.43346,-0.08502741,0.51189554
hrædlice,2,115.43346,-0.08502741,0.51189554
huses,2,115.43346,-0.08502741,0.51189554
hwanan,2,115.43346,-0.08502741,0.51189554
hwealf,2,115.43346,-0.08502741,0.51189554
hwil,2,115.43346,-0.08502741,0.51189554
hwær,2,115.43346,-0.08502741,0.51189554
hwæðer,2,115.43346,-0.08502741,0.51189554
hwæþer,2,115.43346,-0.08502741,0.51189554
hydan,2,115.43346,-0.08502741,0.51189554
hygd,2,115.43346,-0.08502741,0.51189554
hyran,2,115.43346,-0.08502741,0.51189554
hyrdon,2,115.43346,-0.08502741,0.51189554
hyrsted,2,115.43346,-0.08502741,0.51189554
hæl,2,115.43346,-0.08502741,0.51189554
hæðcyn,2,115.43346,-0.08502741,0.51189554
ingwina,2,115.43346,-0.08502741,0.51189554
innanweard,2,115.43346,-0.08502741,0.51189554
iofore,2,115.43346,-0.08502741,0.51189554
irenbendum,2,115.43346,-0.08502741,0.51189554
kyning,2,115.43346,-0.08502741,0.51189554
la,2,115.43346,-0.08502741,0.51189554
lac,2,115.43346,-0.08502741,0.51189554
lacum,2,115.43346,-0.08502741,0.51189554
lade,2,115.43346,-0.08502741,0.51189554
lastas,2,115.43346,-0.08502741,0.51189554
laðum,2,115.43346,-0.08502741,0.51189554
leg,2,115.43346,-0.08502741,0.51189554
lengest,2,115.43346,-0.08502741,0.51189554
leodscipe,2,115.43346,-0.08502741,0.51189554
leoflic,2,115.43346,-0.08502741,0.51189554
leoman,2,115.43346,-0.08502741,0.51189554
leoðosyrcan,2,115.43346,-0.08502741,0.51189554
lete,2,115.43346,-0.08502741,0.51189554
lices,2,115.43346,-0.08502741,0.51189554
licgan,2,115.43346,-0.08502741,0.51189554
lichaman,2,115.43346,-0.08502741,0.51189554
lifdagas,2,115.43346,-0.08502741,0.51189554
lifde,2,115.43346,-0.08502741,0.51189554
lifgesceafta,2,115.43346,-0.08502741,0.51189554
liges,2,115.43346,-0.08502741,0.51189554
linde,2,115.43346,-0.08502741,0.51189554
lindplegan,2,115.43346,-0.08502741,0.51189554
linnan,2,115.43346,-0.08502741,0.51189554
locene,2,115.43346,-0.08502741,0.51189554
logon,2,115.43346,-0.08502741,0.51189554
lust,2,115.43346,-0.08502741,0.51189554
lyfað,2,115.43346,-0.08502741,0.51189554
lytel,2,115.43346,-0.08502741,0.51189554
lænan,2,115.43346,-0.08502741,0.51189554
læne,2,115.43346,-0.08502741,0.51189554
læt,2,115.43346,-0.08502741,0.51189554
madma,2,115.43346,-0.08502741,0.51189554
magan,2,115.43346,-0.08502741,0.51189554
magas,2,115.43346,-0.08502741,0.51189554
mandryhten,2,115.43346,-0.08502741,0.51189554
mandryhtne,2,115.43346,-0.08502741,0.51189554
manigra,2,115.43346,-0.08502741,0.51189554
mara,2,115.43346,-0.08502741,0.51189554
maðmæhta,2,115.43346,-0.08502741,0.51189554
maþmas,2,115.43346,-0.08502741,0.51189554
maþðum,2,115.43346,-0.08502741,0.51189554
mede,2,115.43346,-0.08502741,0.51189554
medo,2,115.43346,-0.08502741,0.51189554
medobence,2,115.43346,-0.08502741,0.51189554
medoful,2,115.43346,-0.08502741,0.51189554
mergen,2,115.43346,-0.08502741,0.51189554
mergenne,2,115.43346,-0.08502741,0.51189554
metode,2,115.43346,-0.08502741,0.51189554
miclan,2,115.43346,-0.08502741,0.51189554
micles,2,115.43346,-0.08502741,0.51189554
middangeard,2,115.43346,-0.08502741,0.51189554
middangeardes,2,115.43346,-0.08502741,0.51189554
middelnihtum,2,115.43346,-0.08502741,0.51189554
miht,2,115.43346,-0.08502741,0.51189554
modsefan,2,115.43346,-0.08502741,0.51189554
moncynnes,2,115.43346,-0.08502741,0.51189554
mondryhten,2,115.43346,-0.08502741,0.51189554
monna,2,115.43346,-0.08502741,0.51189554
monnes,2,115.43346,-0.08502741,0.51189554
morgenleoht,2,115.43346,-0.08502741,0.51189554
morgentid,2,115.43346,-0.08502741,0.51189554
morðre,2,115.43346,-0.08502741,0.51189554
morðres,2,115.43346,-0.08502741,0.51189554
mundbora,2,115.43346,-0.08502741,0.51189554
myne,2,115.43346,-0.08502741,0.51189554
mægene,2,115.43346,-0.08502741,0.51189554
mægþe,2,115.43346,-0.08502741,0.51189554
mænan,2,115.43346,-0.08502741,0.51189554
mændon,2,115.43346,-0.08502741,0.51189554
mæran,2,115.43346,-0.08502741,0.51189554
naca,2,115.43346,-0.08502741,0.51189554
nacan,2,115.43346,-0.08502741,0.51189554
nallas,2,115.43346,-0.08502741,0.51189554
nam,2,115.43346,-0.08502741,0.51189554
nama,2,115.43346,-0.08502741,0.51189554
naman,2,115.43346,-0.08502741,0.51189554
nan,2,115.43346,-0.08502741,0.51189554
nat,2,115.43346,-0.08502741,0.51189554
nathwylc,2,115.43346,-0.08502741,0.51189554
nathwylces,2,115.43346,-0.08502741,0.51189554
nearo,2,115.43346,-0.08502741,0.51189554
nearwe,2,115.43346,-0.08502741,0.51189554
nefan,2,115.43346,-0.08502741,0.51189554
neh,2,115.43346,-0.08502741,0.51189554
nelle,2,115.43346,-0.08502741,0.51189554
neosian,2,115.43346,-0.08502741,0.51189554
niceras,2,115.43346,-0.08502741,0.51189554
nihta,2,115.43346,-0.08502741,0.51189554
niman,2,115.43346,-0.08502741,0.51189554
nime,2,115.43346,-0.08502741,0.51189554
niosan,2,115.43346,-0.08502741,0.51189554
niosian,2,115.43346,-0.08502741,0.51189554
nipende,2,115.43346,-0.08502741,0.51189554
niðe,2,115.43346,-0.08502741,0.51189554
nosan,2,115.43346,-0.08502741,0.51189554
nymeð,2,115.43346,-0.08502741,0.51189554
næfne,2,115.43346,-0.08502741,0.51189554
nære,2,115.43346,-0.08502741,0.51189554
næsse,2,115.43346,-0.08502741,0.51189554
oe,2,115.43346,-0.08502741,0.51189554
ofost,2,115.43346,-0.08502741,0.51189554
ohtheres,2,115.43346,-0.08502741,0.51189554
oncirde,2,115.43346,-0.08502741,0.51189554
ondslyht,2,115.43346,-0.08502741,0.51189554
onelan,2,115.43346,-0.08502741,0.51189554
onetton,2,115.43346,-0.08502741,0.51189554
onfunden,2,115.43346,-0.08502741,0.51189554
ongeaton,2,115.43346,-0.08502741,0.51189554
ongenðio,2,115.43346,-0.08502741,0.51189554
ongunnon,2,115.43346,-0.08502741,0.51189554
onhrered,2,115.43346,-0.08502741,0.51189554
onsend,2,115.43346,-0.08502741,0.51189554
onsæge,2,115.43346,-0.08502741,0.51189554
onwendan,2,115.43346,-0.08502741,0.51189554
onwoc,2,115.43346,-0.08502741,0.51189554
orcas,2,115.43346,-0.08502741,0.51189554
ord,2,115.43346,-0.08502741,0.51189554
oretta,2,115.43346,-0.08502741,0.51189554
orwena,2,115.43346,-0.08502741,0.51189554
owihte,2,115.43346,-0.08502741,0.51189554
oðre,2,115.43346,-0.08502741,0.51189554
oþerne,2,115.43346,-0.08502741,0.51189554
rad,2,115.43346,-0.08502741,0.51189554
raþe,2,115.43346,-0.08502741,0.51189554
reafode,2,115.43346,-0.08502741,0.51189554
rehte,2,115.43346,-0.08502741,0.51189554
reon,2,115.43346,-0.08502741,0.51189554
restan,2,115.43346,-0.08502741,0.51189554
reste,2,115.43346,-0.08502741,0.51189554
ridan,2,115.43346,-0.08502741,0.51189554
riht,2,115.43346,-0.08502741,0.51189554
rinca,2,115.43346,-0.08502741,0.51189554
rince,2,115.43346,-0.08502741,0.51189554
rondas,2,115.43346,-0.08502741,0.51189554
rum,2,115.43346,-0.08502741,0.51189554
rumheort,2,115.43346,-0.08502741,0.51189554
rædan,2,115.43346,-0.08502741,0.51189554
sacu,2,115.43346,-0.08502741,0.51189554
sale,2,115.43346,-0.08502741,0.51189554
sarlic,2,115.43346,-0.08502741,0.51189554
scacen,2,115.43346,-0.08502741,0.51189554
scaþan,2,115.43346,-0.08502741,0.51189554
sceacen,2,115.43346,-0.08502741,0.51189554
scealc,2,115.43346,-0.08502741,0.51189554
sceotend,2,115.43346,-0.08502741,0.51189554
sceþðan,2,115.43346,-0.08502741,0.51189554
scineð,2,115.43346,-0.08502741,0.51189554
scip,2,115.43346,-0.08502741,0.51189554
scipes,2,115.43346,-0.08502741,0.51189554
scyldingas,2,115.43346,-0.08502741,0.51189554
scyle,2,115.43346,-0.08502741,0.51189554
scylfinga,2,115.43346,-0.08502741,0.51189554
searogimma,2,115.43346,-0.08502741,0.51189554
seað,2,115.43346,-0.08502741,0.51189554
sec,2,115.43346,-0.08502741,0.51189554
secganne,2,115.43346,-0.08502741,0.51189554
secgum,2,115.43346,-0.08502741,0.51189554
segen,2,115.43346,-0.08502741,0.51189554
selerædende,2,115.43346,-0.08502741,0.51189554
selfne,2,115.43346,-0.08502741,0.51189554
selre,2,115.43346,-0.08502741,0.51189554
seoc,2,115.43346,-0.08502741,0.51189554
seoþðan,2,115.43346,-0.08502741,0.51189554
sesse,2,115.43346,-0.08502741,0.51189554
setton,2,115.43346,-0.08502741,0.51189554
sib,2,115.43346,-0.08502741,0.51189554
sibbegedriht,2,115.43346,-0.08502741,0.51189554
sid,2,115.43346,-0.08502741,0.51189554
sigehreðig,2,115.43346,-0.08502741,0.51189554
sigon,2,115.43346,-0.08502741,0.51189554
sigora,2,115.43346,-0.08502741,0.51189554
sigoreadig,2,115.43346,-0.08502741,0.51189554
sincgyfan,2,115.43346,-0.08502741,0.51189554
sittan,2,115.43346,-0.08502741,0.51189554
siðas,2,115.43346,-0.08502741,0.51189554
siðian,2,115.43346,-0.08502741,0.51189554
slæpende,2,115.43346,-0.08502741,0.51189554
snotere,2,115.43346,-0.08502741,0.51189554
