Term,RawFrequency,RelativeFrequency,ZScore,ZScoreRatio
niþða,1,57.71673,-0.16610305,-1
nom,1,57.71673,-0.16610305,-1
non,1,57.71673,-0.16610305,-1
norð,1,57.71673,-0.16610305,-1
norðdenum,1,57.71673,-0.16610305,-1
norþanwind,1,57.71673,-0.16610305,-1
noðer,1,57.71673,-0.16610305,-1
numen,1,57.71673,-0.16610305,-1
nyd,1,57.71673,-0.16610305,-1
nydbade,1,57.71673,-0.16610305,-1
nyde,1,57.71673,-0.16610305,-1
nydgesteallan,1,57.71673,-0.16610305,-1
nydgripe,1,57.71673,-0.16610305,-1
nydwracu,1,57.71673,-0.16610305,-1
nyhstan,1,57.71673,-0.16610305,-1
nymðe,1,57.71673,-0.16610305,-1
nymþe,1,57.71673,-0.16610305,-1
nyðer,1,57.71673,-0.16610305,-1
næbben,1,57.71673,-0.16610305,-1
nægde,1,57.71673,-0.16610305,-1
nægla,1,57.71673,-0.16610305,-1
nægled,1,57.71673,-0.16610305,-1
nægling,1,57.71673,-0.16610305,-1
nænegum,1,57.71673,-0.16610305,-1
nænigne,1,57.71673,-0.16610305,-1
nænigra,1,57.71673,-0.16610305,-1
næron,1,57.71673,-0.16610305,-1
næshleoðum,1,57.71673,-0.16610305,-1
næssa,1,57.71673,-0.16610305,-1
oeweard,1,57.71673,-0.16610305,-1
ofercomon,1,57.71673,-0.16610305,-1
ofercumen,1,57.71673,-0.16610305,-1
ofercwom,1,57.71673,-0.16610305,-1
ofereode,1,57.71673,-0.16610305,-1
ofereodon,1,57.71673,-0.16610305,-1
oferflat,1,57.71673,-0.16610305,-1
oferhelmað,1,57.71673,-0.16610305,-1
oferhigian,1,57.71673,-0.16610305,-1
oferhogode,1,57.71673,-0.16610305,-1
oferhyda,1,57.71673,-0.16610305,-1
oferhygda,1,57.71673,-0.16610305,-1
ofermaðmum,1,57.71673,-0.16610305,-1
ofermægene,1,57.71673,-0.16610305,-1
ofersawon,1,57.71673,-0.16610305,-1
ofersittan,1,57.71673,-0.16610305,-1
ofersitte,1,57.71673,-0.16610305,-1
ofersohte,1,57.71673,-0.16610305,-1
oferswam,1,57.71673,-0.16610305,-1
oferswyðeð,1,57.71673,-0.16610305,-1
oferswyðeþ,1,57.71673,-0.16610305,-1
oferwearp,1,57.71673,-0.16610305,-1
ofeste,1,57.71673,-0.16610305,-1
offa,1,57.71673,-0.16610305,-1
offan,1,57.71673,-0.16610305,-1
offerede,1,57.71673,-0.16610305,-1
ofgeafon,1,57.71673,-0.16610305,-1
ofgefan,1,57.71673,-0.16610305,-1
ofgyfan,1,57.71673,-0.16610305,-1
oflet,1,57.71673,-0.16610305,-1
oflætest,1,57.71673,-0.16610305,-1
ofostlice,1,57.71673,-0.16610305,-1
ofre,1,57.71673,-0.16610305,-1
ofscet,1,57.71673,-0.16610305,-1
ofste,1,57.71673,-0.16610305,-1
ofsæt,1,57.71673,-0.16610305,-1
oftor,1,57.71673,-0.16610305,-1
oftost,1,57.71673,-0.16610305,-1
ofþyncan,1,57.71673,-0.16610305,-1
ohwær,1,57.71673,-0.16610305,-1
ombeht,1,57.71673,-0.16610305,-1
ombiht,1,57.71673,-0.16610305,-1
ombihtþegne,1,57.71673,-0.16610305,-1
omig,1,57.71673,-0.16610305,-1
omige,1,57.71673,-0.16610305,-1
onarn,1,57.71673,-0.16610305,-1
onbad,1,57.71673,-0.16610305,-1
onband,1,57.71673,-0.16610305,-1
onberan,1,57.71673,-0.16610305,-1
onbidan,1,57.71673,-0.16610305,-1
onboren,1,57.71673,-0.16610305,-1
onbræd,1,57.71673,-0.16610305,-1
oncerbendum,1,57.71673,-0.16610305,-1
oncirran,1,57.71673,-0.16610305,-1
oncniow,1,57.71673,-0.16610305,-1
oncyð,1,57.71673,-0.16610305,-1
oncyþðe,1,57.71673,-0.16610305,-1
ondhwearf,1,57.71673,-0.16610305,-1
ondlangne,1,57.71673,-0.16610305,-1
ondlean,1,57.71673,-0.16610305,-1
ondlonge,1,57.71673,-0.16610305,-1
ondred,1,57.71673,-0.16610305,-1
ondrede,1,57.71673,-0.16610305,-1
ondrysne,1,57.71673,-0.16610305,-1
ondrædan,1,57.71673,-0.16610305,-1
ondrædað,1,57.71673,-0.16610305,-1
ondsaca,1,57.71673,-0.16610305,-1
ondsacan,1,57.71673,-0.16610305,-1
ondswarode,1,57.71673,-0.16610305,-1
ondswaru,1,57.71673,-0.16610305,-1
onela,1,57.71673,-0.16610305,-1
onfoh,1,57.71673,-0.16610305,-1
onfon,1,57.71673,-0.16610305,-1
ongeador,1,57.71673,-0.16610305,-1
ongenðeowes,1,57.71673,-0.16610305,-1
ongenðioes,1,57.71673,-0.16610305,-1
ongenðiow,1,57.71673,-0.16610305,-1
ongenþeoes,1,57.71673,-0.16610305,-1
ongenþeow,1,57.71673,-0.16610305,-1
ongenþio,1,57.71673,-0.16610305,-1
onginneð,1,57.71673,-0.16610305,-1
ongit,1,57.71673,-0.16610305,-1
ongite,1,57.71673,-0.16610305,-1
ongunnen,1,57.71673,-0.16610305,-1
ongytan,1,57.71673,-0.16610305,-1
ongyton,1,57.71673,-0.16610305,-1
onhohsnode,1,57.71673,-0.16610305,-1
onlah,1,57.71673,-0.16610305,-1
onleac,1,57.71673,-0.16610305,-1
onlicnæs,1,57.71673,-0.16610305,-1
onlæteð,1,57.71673,-0.16610305,-1
onmedlan,1,57.71673,-0.16610305,-1
onmunde,1,57.71673,-0.16610305,-1
onsacan,1,57.71673,-0.16610305,-1
onsende,1,57.71673,-0.16610305,-1
onsended,1,57.71673,-0.16610305,-1
onsendon,1,57.71673,-0.16610305,-1
onsittan,1,57.71673,-0.16610305,-1
onspeon,1,57.71673,-0.16610305,-1
onsprungon,1,57.71673,-0.16610305,-1
onstealde,1,57.71673,-0.16610305,-1
onswaf,1,57.71673,-0.16610305,-1
onsyn,1,57.71673,-0.16610305,-1
onsæce,1,57.71673,-0.16610305,-1
onsæl,1,57.71673,-0.16610305,-1
ontyhte,1,57.71673,-0.16610305,-1
onweald,1,57.71673,-0.16610305,-1
onwindeð,1,57.71673,-0.16610305,-1
onwocon,1,57.71673,-0.16610305,-1
onwod,1,57.71673,-0.16610305,-1
onðah,1,57.71673,-0.16610305,-1
opene,1,57.71673,-0.16610305,-1
openian,1,57.71673,-0.16610305,-1
orcneas,1,57.71673,-0.16610305,-1
ordfruma,1,57.71673,-0.16610305,-1
ore,1,57.71673,-0.16610305,-1
oreðe,1,57.71673,-0.16610305,-1
oreðes,1,57.71673,-0.16610305,-1
orleahtre,1,57.71673,-0.16610305,-1
orlege,1,57.71673,-0.16610305,-1
orleges,1,57.71673,-0.16610305,-1
orleghwil,1,57.71673,-0.16610305,-1
orleghwila,1,57.71673,-0.16610305,-1
orleghwile,1,57.71673,-0.16610305,-1
oruð,1,57.71673,-0.16610305,-1
orwearde,1,57.71673,-0.16610305,-1
orðoncum,1,57.71673,-0.16610305,-1
orþancum,1,57.71673,-0.16610305,-1
oslaf,1,57.71673,-0.16610305,-1
ower,1,57.71673,-0.16610305,-1
oðeodon,1,57.71673,-0.16610305,-1
oðferede,1,57.71673,-0.16610305,-1
oðres,1,57.71673,-0.16610305,-1
oðwitan,1,57.71673,-0.16610305,-1
oþbær,1,57.71673,-0.16610305,-1
oþrum,1,57.71673,-0.16610305,-1
rand,1,57.71673,-0.16610305,-1
randas,1,57.71673,-0.16610305,-1
rande,1,57.71673,-0.16610305,-1
randwiga,1,57.71673,-0.16610305,-1
randwigan,1,57.71673,-0.16610305,-1
rasod,1,57.71673,-0.16610305,-1
reafedon,1,57.71673,-0.16610305,-1
reafian,1,57.71673,-0.16610305,-1
reccan,1,57.71673,-0.16610305,-1
reccenne,1,57.71673,-0.16610305,-1
recceð,1,57.71673,-0.16610305,-1
rece,1,57.71673,-0.16610305,-1
receda,1,57.71673,-0.16610305,-1
regnhearde,1,57.71673,-0.16610305,-1
renian,1,57.71673,-0.16610305,-1
renweardas,1,57.71673,-0.16610305,-1
reoc,1,57.71673,-0.16610305,-1
reorde,1,57.71673,-0.16610305,-1
reordian,1,57.71673,-0.16610305,-1
reotað,1,57.71673,-0.16610305,-1
reote,1,57.71673,-0.16610305,-1
ricone,1,57.71673,-0.16610305,-1
ricsian,1,57.71673,-0.16610305,-1
ride,1,57.71673,-0.16610305,-1
ridend,1,57.71673,-0.16610305,-1
riodan,1,57.71673,-0.16610305,-1
rixode,1,57.71673,-0.16610305,-1
roden,1,57.71673,-0.16610305,-1
rodera,1,57.71673,-0.16610305,-1
roderas,1,57.71673,-0.16610305,-1
roderum,1,57.71673,-0.16610305,-1
rodores,1,57.71673,-0.16610305,-1
rofan,1,57.71673,-0.16610305,-1
rofne,1,57.71673,-0.16610305,-1
ronde,1,57.71673,-0.16610305,-1
rondhæbbendra,1,57.71673,-0.16610305,-1
rumne,1,57.71673,-0.16610305,-1
rune,1,57.71673,-0.16610305,-1
runstafas,1,57.71673,-0.16610305,-1
runwita,1,57.71673,-0.16610305,-1
ryht,1,57.71673,-0.16610305,-1
rædas,1,57.71673,-0.16610305,-1
rædbora,1,57.71673,-0.16610305,-1
rædend,1,57.71673,-0.16610305,-1
ræhte,1,57.71673,-0.16610305,-1
ræs,1,57.71673,-0.16610305,-1
ræsde,1,57.71673,-0.16610305,-1
ræsum,1,57.71673,-0.16610305,-1
ræswan,1,57.71673,-0.16610305,-1
sacan,1,57.71673,-0.16610305,-1
sadol,1,57.71673,-0.16610305,-1
sadolbeorht,1,57.71673,-0.16610305,-1
salum,1,57.71673,-0.16610305,-1
sarigferð,1,57.71673,-0.16610305,-1
sarigmodum,1,57.71673,-0.16610305,-1
sarigne,1,57.71673,-0.16610305,-1
sarum,1,57.71673,-0.16610305,-1
sawele,1,57.71673,-0.16610305,-1
sawlberendra,1,57.71673,-0.16610305,-1
sawol,1,57.71673,-0.16610305,-1
sawolleasne,1,57.71673,-0.16610305,-1
sawon,1,57.71673,-0.16610305,-1
sawuldriore,1,57.71673,-0.16610305,-1
sawulleasne,1,57.71673,-0.16610305,-1
scacan,1,57.71673,-0.16610305,-1
scaduhelma,1,57.71673,-0.16610305,-1
scamiende,1,57.71673,-0.16610305,-1
scamigan,1,57.71673,-0.16610305,-1
sceaceð,1,57.71673,-0.16610305,-1
sceadenmæl,1,57.71673,-0.16610305,-1
sceadu,1,57.71673,-0.16610305,-1
sceadugenga,1,57.71673,-0.16610305,-1
sceapen,1,57.71673,-0.16610305,-1
scearp,1,57.71673,-0.16610305,-1
sceata,1,57.71673,-0.16610305,-1
sceatas,1,57.71673,-0.16610305,-1
sceattas,1,57.71673,-0.16610305,-1
sceawiað,1,57.71673,-0.16610305,-1
sceawigan,1,57.71673,-0.16610305,-1
sceawige,1,57.71673,-0.16610305,-1
sceaðona,1,57.71673,-0.16610305,-1
sceaþena,1,57.71673,-0.16610305,-1
scedelandum,1,57.71673,-0.16610305,-1
scedenigge,1,57.71673,-0.16610305,-1
scefing,1,57.71673,-0.16610305,-1
sceft,1,57.71673,-0.16610305,-1
scencte,1,57.71673,-0.16610305,-1
scennum,1,57.71673,-0.16610305,-1
sceoc,1,57.71673,-0.16610305,-1
sceoldest,1,57.71673,-0.16610305,-1
sceoldon,1,57.71673,-0.16610305,-1
sceotendum,1,57.71673,-0.16610305,-1
sceoteð,1,57.71673,-0.16610305,-1
scepen,1,57.71673,-0.16610305,-1
sceðþan,1,57.71673,-0.16610305,-1
sceþede,1,57.71673,-0.16610305,-1
scildig,1,57.71673,-0.16610305,-1
scilding,1,57.71673,-0.16610305,-1
scildingas,1,57.71673,-0.16610305,-1
scildunga,1,57.71673,-0.16610305,-1
scildweall,1,57.71673,-0.16610305,-1
scile,1,57.71673,-0.16610305,-1
scilfing,1,57.71673,-0.16610305,-1
scinan,1,57.71673,-0.16610305,-1
scinnum,1,57.71673,-0.16610305,-1
scinon,1,57.71673,-0.16610305,-1
scionon,1,57.71673,-0.16610305,-1
scipe,1,57.71673,-0.16610305,-1
scipherge,1,57.71673,-0.16610305,-1
sciran,1,57.71673,-0.16610305,-1
scireð,1,57.71673,-0.16610305,-1
scirhame,1,57.71673,-0.16610305,-1
scoc,1,57.71673,-0.16610305,-1
scod,1,57.71673,-0.16610305,-1
scofen,1,57.71673,-0.16610305,-1
scopes,1,57.71673,-0.16610305,-1
scrifan,1,57.71673,-0.16610305,-1
scriþað,1,57.71673,-0.16610305,-1
scuccum,1,57.71673,-0.16610305,-1
scufon,1,57.71673,-0.16610305,-1
scufun,1,57.71673,-0.16610305,-1
sculon,1,57.71673,-0.16610305,-1
scurheard,1,57.71673,-0.16610305,-1
scylde,1,57.71673,-0.16610305,-1
scyldes,1,57.71673,-0.16610305,-1
scyldfreca,1,57.71673,-0.16610305,-1
scylding,1,57.71673,-0.16610305,-1
scyldingum,1,57.71673,-0.16610305,-1
scyldunga,1,57.71673,-0.16610305,-1
scyldungas,1,57.71673,-0.16610305,-1
scyldwiga,1,57.71673,-0.16610305,-1
scylfing,1,57.71673,-0.16610305,-1
scyndan,1,57.71673,-0.16610305,-1
scynded,1,57.71673,-0.16610305,-1
scyne,1,57.71673,-0.16610305,-1
scynscaþa,1,57.71673,-0.16610305,-1
scypon,1,57.71673,-0.16610305,-1
scyppend,1,57.71673,-0.16610305,-1
scyran,1,57.71673,-0.16610305,-1
sealdest,1,57.71673,-0.16610305,-1
sealdon,1,57.71673,-0.16610305,-1
sealman,1,57.71673,-0.16610305,-1
sealt,1,57.71673,-0.16610305,-1
searo,1,57.71673,-0.16610305,-1
searobendum,1,57.71673,-0.16610305,-1
searofah,1,57.71673,-0.16610305,-1
searogimmas,1,57.71673,-0.16610305,-1
searogrim,1,57.71673,-0.16610305,-1
searohæbbendra,1,57.71673,-0.16610305,-1
searonet,1,57.71673,-0.16610305,-1
searoniða,1,57.71673,-0.16610305,-1
searowundor,1,57.71673,-0.16610305,-1
searoþoncum,1,57.71673,-0.16610305,-1
seax,1,57.71673,-0.16610305,-1
secce,1,57.71673,-0.16610305,-1
sece,1,57.71673,-0.16610305,-1
seceanne,1,57.71673,-0.16610305,-1
seceað,1,57.71673,-0.16610305,-1
seceð,1,57.71673,-0.16610305,-1
secgað,1,57.71673,-0.16610305,-1
secggende,1,57.71673,-0.16610305,-1
seft,1,57.71673,-0.16610305,-1
segl,1,57.71673,-0.16610305,-1
seglrade,1,57.71673,-0.16610305,-1
segne,1,57.71673,-0.16610305,-1
seldan,1,57.71673,-0.16610305,-1
seldguma,1,57.71673,-0.16610305,-1
seledream,1,57.71673,-0.16610305,-1
seleful,1,57.71673,-0.16610305,-1
selegyst,1,57.71673,-0.16610305,-1
selereste,1,57.71673,-0.16610305,-1
selesta,1,57.71673,-0.16610305,-1
seleweard,1,57.71673,-0.16610305,-1
seleþegn,1,57.71673,-0.16610305,-1
selfe,1,57.71673,-0.16610305,-1
selfre,1,57.71673,-0.16610305,-1
sella,1,57.71673,-0.16610305,-1
sellice,1,57.71673,-0.16610305,-1
sendeþ,1,57.71673,-0.16610305,-1
seoce,1,57.71673,-0.16610305,-1
seofan,1,57.71673,-0.16610305,-1
seofon,1,57.71673,-0.16610305,-1
seolfa,1,57.71673,-0.16610305,-1
seomade,1,57.71673,-0.16610305,-1
seomode,1,57.71673,-0.16610305,-1
seonowe,1,57.71673,-0.16610305,-1
seowed,1,57.71673,-0.16610305,-1
seoððan,1,57.71673,-0.16610305,-1
setan,1,57.71673,-0.16610305,-1
setl,1,57.71673,-0.16610305,-1
setles,1,57.71673,-0.16610305,-1
setlum,1,57.71673,-0.16610305,-1
sexbennum,1,57.71673,-0.16610305,-1
seðan,1,57.71673,-0.16610305,-1
sibb,1,57.71673,-0.16610305,-1
sibæðelingas,1,57.71673,-0.16610305,-1
sidan,1,57.71673,-0.16610305,-1
sidfæþme,1,57.71673,-0.16610305,-1
sidfæþmed,1,57.71673,-0.16610305,-1
sidra,1,57.71673,-0.16610305,-1
sidrand,1,57.71673,-0.16610305,-1
sig,1,57.71673,-0.16610305,-1
sigedrihten,1,57.71673,-0.16610305,-1
sigeeadig,1,57.71673,-0.16610305,-1
sigefolca,1,57.71673,-0.16610305,-1
sigehreð,1,57.71673,-0.16610305,-1
sigehreþig,1,57.71673,-0.16610305,-1
sigehwila,1,57.71673,-0.16610305,-1
sigel,1,57.71673,-0.16610305,-1
sigeleasne,1,57.71673,-0.16610305,-1
sigemunde,1,57.71673,-0.16610305,-1
sigemundes,1,57.71673,-0.16610305,-1
sigerof,1,57.71673,-0.16610305,-1
sigescyldinga,1,57.71673,-0.16610305,-1
sigescyldingum,1,57.71673,-0.16610305,-1
sigewæpnum,1,57.71673,-0.16610305,-1
sigeþeode,1,57.71673,-0.16610305,-1
sigla,1,57.71673,-0.16610305,-1
sigle,1,57.71673,-0.16610305,-1
siglu,1,57.71673,-0.16610305,-1
sigores,1,57.71673,-0.16610305,-1
sinca,1,57.71673,-0.16610305,-1
sincfage,1,57.71673,-0.16610305,-1
sincfato,1,57.71673,-0.16610305,-1
sincgestreona,1,57.71673,-0.16610305,-1
sincgestreonum,1,57.71673,-0.16610305,-1
sincgifan,1,57.71673,-0.16610305,-1
sincmaðþum,1,57.71673,-0.16610305,-1
sincþego,1,57.71673,-0.16610305,-1
sinfrea,1,57.71673,-0.16610305,-1
singala,1,57.71673,-0.16610305,-1
singale,1,57.71673,-0.16610305,-1
singales,1,57.71673,-0.16610305,-1
sinherge,1,57.71673,-0.16610305,-1
sinnihte,1,57.71673,-0.16610305,-1
sint,1,57.71673,-0.16610305,-1
sioleða,1,57.71673,-0.16610305,-1
siomian,1,57.71673,-0.16610305,-1
site,1,57.71673,-0.16610305,-1
siteð,1,57.71673,-0.16610305,-1
siða,1,57.71673,-0.16610305,-1
siðast,1,57.71673,-0.16610305,-1
siðestan,1,57.71673,-0.16610305,-1
siðfate,1,57.71673,-0.16610305,-1
siðfrome,1,57.71673,-0.16610305,-1
siðfæt,1,57.71673,-0.16610305,-1
siðode,1,57.71673,-0.16610305,-1
siðþan,1,57.71673,-0.16610305,-1
siþes,1,57.71673,-0.16610305,-1
siþþan,1,57.71673,-0.16610305,-1
slat,1,57.71673,-0.16610305,-1
slea,1,57.71673,-0.16610305,-1
sleac,1,57.71673,-0.16610305,-1
sliðen,1,57.71673,-0.16610305,-1
sliðne,1,57.71673,-0.16610305,-1
sliðra,1,57.71673,-0.16610305,-1
slogon,1,57.71673,-0.16610305,-1
slægen,1,57.71673,-0.16610305,-1
slæp,1,57.71673,-0.16610305,-1
slæpe,1,57.71673,-0.16610305,-1
slæpendne,1,57.71673,-0.16610305,-1
smið,1,57.71673,-0.16610305,-1
smiþes,1,57.71673,-0.16610305,-1
snella,1,57.71673,-0.16610305,-1
snellic,1,57.71673,-0.16610305,-1
snotera,1,57.71673,-0.16610305,-1
snotorlicor,1,57.71673,-0.16610305,-1
snottre,1,57.71673,-0.16610305,-1
snyredon,1,57.71673,-0.16610305,-1
snyttru,1,57.71673,-0.16610305,-1
socne,1,57.71673,-0.16610305,-1
sohtan,1,57.71673,-0.16610305,-1
sohtest,1,57.71673,-0.16610305,-1
sohton,1,57.71673,-0.16610305,-1
sorgcearig,1,57.71673,-0.16610305,-1
sorgian,1,57.71673,-0.16610305,-1
sorgum,1,57.71673,-0.16610305,-1
sorhcearig,1,57.71673,-0.16610305,-1
sorhfull,1,57.71673,-0.16610305,-1
sorhfullne,1,57.71673,-0.16610305,-1
sorhge,1,57.71673,-0.16610305,-1
sorhleas,1,57.71673,-0.16610305,-1
sorhleoð,1,57.71673,-0.16610305,-1
sorhwylmas,1,57.71673,-0.16610305,-1
sorhwylmum,1,57.71673,-0.16610305,-1
soðcyning,1,57.71673,-0.16610305,-1
soðfæstra,1,57.71673,-0.16610305,-1
soþlice,1,57.71673,-0.16610305,-1
specan,1,57.71673,-0.16610305,-1
sped,1,57.71673,-0.16610305,-1
spel,1,57.71673,-0.16610305,-1
spell,1,57.71673,-0.16610305,-1
spiwan,1,57.71673,-0.16610305,-1
sprang,1,57.71673,-0.16610305,-1
sprecen,1,57.71673,-0.16610305,-1
sprungon,1,57.71673,-0.16610305,-1
stanbeorh,1,57.71673,-0.16610305,-1
stancleofu,1,57.71673,-0.16610305,-1
standan,1,57.71673,-0.16610305,-1
standað,1,57.71673,-0.16610305,-1
stande,1,57.71673,-0.16610305,-1
standeð,1,57.71673,-0.16610305,-1
stanfah,1,57.71673,-0.16610305,-1
stanhliðo,1,57.71673,-0.16610305,-1
stapole,1,57.71673,-0.16610305,-1
stapulum,1,57.71673,-0.16610305,-1
starede,1,57.71673,-0.16610305,-1
staredon,1,57.71673,-0.16610305,-1
starie,1,57.71673,-0.16610305,-1
starige,1,57.71673,-0.16610305,-1
steap,1,57.71673,-0.16610305,-1
steape,1,57.71673,-0.16610305,-1
stepte,1,57.71673,-0.16610305,-1
stið,1,57.71673,-0.16610305,-1
stiðmod,1,57.71673,-0.16610305,-1
stiðra,1,57.71673,-0.16610305,-1
stodan,1,57.71673,-0.16610305,-1
stodon,1,57.71673,-0.16610305,-1
stonc,1,57.71673,-0.16610305,-1
storm,1,57.71673,-0.16610305,-1
storme,1,57.71673,-0.16610305,-1
stow,1,57.71673,-0.16610305,-1
stream,1,57.71673,-0.16610305,-1
stred,1,57.71673,-0.16610305,-1
strengel,1,57.71673,-0.16610305,-1
strengo,1,57.71673,-0.16610305,-1
strengum,1,57.71673,-0.16610305,-1
strong,1,57.71673,-0.16610305,-1
stræla,1,57.71673,-0.16610305,-1
stræle,1,57.71673,-0.16610305,-1
stræt,1,57.71673,-0.16610305,-1
stundum,1,57.71673,-0.16610305,-1
style,1,57.71673,-0.16610305,-1
stylecg,1,57.71673,-0.16610305,-1
styrede,1,57.71673,-0.16610305,-1
styreþ,1,57.71673,-0.16610305,-1
styrian,1,57.71673,-0.16610305,-1
styrmde,1,57.71673,-0.16610305,-1
stælan,1,57.71673,-0.16610305,-1
stæle,1,57.71673,-0.16610305,-1
suhtergefæderan,1,57.71673,-0.16610305,-1
sundes,1,57.71673,-0.16610305,-1
sundgebland,1,57.71673,-0.16610305,-1
sundnytte,1,57.71673,-0.16610305,-1
sundornytte,1,57.71673,-0.16610305,-1
sundur,1,57.71673,-0.16610305,-1
sunne,1,57.71673,-0.16610305,-1
suð,1,57.71673,-0.16610305,-1
suðan,1,57.71673,-0.16610305,-1
suðdena,1,57.71673,-0.16610305,-1
suðdene,1,57.71673,-0.16610305,-1
suþan,1,57.71673,-0.16610305,-1
swac,1,57.71673,-0.16610305,-1
swancor,1,57.71673,-0.16610305,-1
swanrade,1,57.71673,-0.16610305,-1
swate,1,57.71673,-0.16610305,-1
swatfah,1,57.71673,-0.16610305,-1
swatig,1,57.71673,-0.16610305,-1
swatswaðu,1,57.71673,-0.16610305,-1
swaðe,1,57.71673,-0.16610305,-1
swaþredon,1,57.71673,-0.16610305,-1
swaþule,1,57.71673,-0.16610305,-1
swealg,1,57.71673,-0.16610305,-1
swealh,1,57.71673,-0.16610305,-1
sweart,1,57.71673,-0.16610305,-1
sweartum,1,57.71673,-0.16610305,-1
swebban,1,57.71673,-0.16610305,-1
swefeþ,1,57.71673,-0.16610305,-1
swege,1,57.71673,-0.16610305,-1
sweglwered,1,57.71673,-0.16610305,-1
swelan,1,57.71673,-0.16610305,-1
swellan,1,57.71673,-0.16610305,-1
swencte,1,57.71673,-0.16610305,-1
sweng,1,57.71673,-0.16610305,-1
swengum,1,57.71673,-0.16610305,-1
sweoloðe,1,57.71673,-0.16610305,-1
sweorceð,1,57.71673,-0.16610305,-1
sweordbealo,1,57.71673,-0.16610305,-1
sweordfrecan,1,57.71673,-0.16610305,-1
sweotolan,1,57.71673,-0.16610305,-1
sweoðeode,1,57.71673,-0.16610305,-1
swertinges,1,57.71673,-0.16610305,-1
sweðrian,1,57.71673,-0.16610305,-1
sweðrode,1,57.71673,-0.16610305,-1
swice,1,57.71673,-0.16610305,-1
swifta,1,57.71673,-0.16610305,-1
swigedon,1,57.71673,-0.16610305,-1
swigode,1,57.71673,-0.16610305,-1
swigra,1,57.71673,-0.16610305,-1
swilce,1,57.71673,-0.16610305,-1
swin,1,57.71673,-0.16610305,-1
swingeð,1,57.71673,-0.16610305,-1
swinlicum,1,57.71673,-0.16610305,-1
swioðole,1,57.71673,-0.16610305,-1
swið,1,57.71673,-0.16610305,-1
swiðferhðum,1,57.71673,-0.16610305,-1
swiðferhþe,1,57.71673,-0.16610305,-1
swiðferhþes,1,57.71673,-0.16610305,-1
swiðmod,1,57.71673,-0.16610305,-1
swiðre,1,57.71673,-0.16610305,-1
swiþor,1,57.71673,-0.16610305,-1
swogende,1,57.71673,-0.16610305,-1
swulces,1,57.71673,-0.16610305,-1
swulge,1,57.71673,-0.16610305,-1
swuncon,1,57.71673,-0.16610305,-1
swutol,1,57.71673,-0.16610305,-1
swylcum,1,57.71673,-0.16610305,-1
swyltdæge,1,57.71673,-0.16610305,-1
swymman,1,57.71673,-0.16610305,-1
swyn,1,57.71673,-0.16610305,-1
swynsode,1,57.71673,-0.16610305,-1
swyrdgifu,1,57.71673,-0.16610305,-1
swyð,1,57.71673,-0.16610305,-1
swyðferhð,1,57.71673,-0.16610305,-1
swæf,1,57.71673,-0.16610305,-1
swæfon,1,57.71673,-0.16610305,-1
swæfun,1,57.71673,-0.16610305,-1
swæslice,1,57.71673,-0.16610305,-1
swæsne,1,57.71673,-0.16610305,-1
swæsra,1,57.71673,-0.16610305,-1
syfanwintre,1,57.71673,-0.16610305,-1
syfone,1,57.71673,-0.16610305,-1
sylfe,1,57.71673,-0.16610305,-1
sylfra,1,57.71673,-0.16610305,-1
sylle,1,57.71673,-0.16610305,-1
syllicran,1,57.71673,-0.16610305,-1
symbelwynne,1,57.71673,-0.16610305,-1
symbla,1,57.71673,-0.16610305,-1
synbysig,1,57.71673,-0.16610305,-1
syndolh,1,57.71673,-0.16610305,-1
syngales,1,57.71673,-0.16610305,-1
synn,1,57.71673,-0.16610305,-1
synscaðan,1,57.71673,-0.16610305,-1
synsnædum,1,57.71673,-0.16610305,-1
syrce,1,57.71673,-0.16610305,-1
syrede,1,57.71673,-0.16610305,-1
sæcca,1,57.71673,-0.16610305,-1
sæce,1,57.71673,-0.16610305,-1
sæcyninga,1,57.71673,-0.16610305,-1
sædan,1,57.71673,-0.16610305,-1
sædeor,1,57.71673,-0.16610305,-1
sædne,1,57.71673,-0.16610305,-1
sædracan,1,57.71673,-0.16610305,-1
sægdest,1,57.71673,-0.16610305,-1
sægdon,1,57.71673,-0.16610305,-1
sægeap,1,57.71673,-0.16610305,-1
sægeata,1,57.71673,-0.16610305,-1
sægeatas,1,57.71673,-0.16610305,-1
sægon,1,57.71673,-0.16610305,-1
sægrunde,1,57.71673,-0.16610305,-1
sæla,1,57.71673,-0.16610305,-1
sælac,1,57.71673,-0.16610305,-1
sælace,1,57.71673,-0.16610305,-1
sæld,1,57.71673,-0.16610305,-1
sælde,1,57.71673,-0.16610305,-1
sældon,1,57.71673,-0.16610305,-1
sæliþende,1,57.71673,-0.16610305,-1
sæmanna,1,57.71673,-0.16610305,-1
sæmannum,1,57.71673,-0.16610305,-1
sæmeþe,1,57.71673,-0.16610305,-1
sæmra,1,57.71673,-0.16610305,-1
sæmran,1,57.71673,-0.16610305,-1
sænra,1,57.71673,-0.16610305,-1
særinc,1,57.71673,-0.16610305,-1
sæsiðe,1,57.71673,-0.16610305,-1
sæton,1,57.71673,-0.16610305,-1
sæwealle,1,57.71673,-0.16610305,-1
sæwong,1,57.71673,-0.16610305,-1
sæwudu,1,57.71673,-0.16610305,-1
sæwylmas,1,57.71673,-0.16610305,-1
tacen,1,57.71673,-0.16610305,-1
talast,1,57.71673,-0.16610305,-1
talað,1,57.71673,-0.16610305,-1
